Class,reclean_text
normal,عنى بدك سلب خلي شجاع قال عم سلب حجج ابو أرتى تبع دخلني هيك هيك بلاها
hate,انتي شو دورك حزب الصرامي مسؤول الشفايف
normal,نجح رءيس جمهوري العماد ميشال عون وززير خارجيه جبران سيل فرض موضوع نازح بيان ختام قمه
normal,استاذ وءم بدك يانا صدق أمشى معك وجب سمى فاسد صديق غريم قصه فش نكايات
normal,شر البليه ضحك
normal,عمي استاذ وءام عندك شي حكى قطر صرية قطر صندوق أبيض بلد خير الظاهر
normal,لاء هودي تفوة كرمالن الن اعتبار دولة قدمو أخرى شي جب
hate,دولة رائع نحنا عرصة
normal,مبروك لبنان ابتداء هاليل إنترنت سوبر سريع منطقة فضل اطلاق مشروع ليف ضوءي يللا عقبال عنا كهربا
normal,اللي أوقف ورا مراسل قال باي كاميرا تلفن لأم تشوف عالتلفزيون جايي تفلسف ترجمل تصريح جبر
normal,شو خواج هالخواجا
normal,فليعلم مظلل حقيق ظهر قاتل غياهب سجن
normal,أساس تدافع غاندي إنفوخ لبن يلا منتسلي بوق
hate,نديم طيش ماريا معلوف البقره الضا
hate,نتمني فخام الرءيس متبع قضيه عماد عثمان مجرم
normal,ناقش سفيه فيستدرجونك مستوى غلب خبرة النقاش السفيه
hate,بيكون شعب سخيف متلك يهوج وقت هجوم الامبرياليه فلازم اندعس خيف درج تفاهه
normal,كمشة رولا وام عطني نصيبي انا ورولا المصاري تبع دبي
normal,أمير مليشيا مش خاءن
hate,جلدوك جلد قصر لله لاجء
normal,عيونك غشاو تمجيد تركيز أمر إحداث اتضح حقيق
hate,وين امك
hate,جبران سيل عميل إسراءيل رعية حزب الزباله
normal,شيخ أسم شرف راسك
normal,اكبر أشرف انبل أنزى حاول تطاول استهدف تهمة تسريب مشبوهه
normal,دولة أساس
normal,مش اللي قلت وسام حسن علاق اغتيال رفيق الحريري مجال عثمان ابتزى عيد عالم خفف شحن
hate,لمين الاهلا سهل بشار الاسد عيب شوم عميل صغير وراح وضل عميل وصغير
hate,لأن استاذ فكر همجي دموي فهم لغه حرب دم خراب
hate,هوا لون نحنا عنا لون برتقالي غصب عنك ابن كلب
normal,ميليشيا تكتل تواج جبران سيل مش غريب حد قدر لاقى دليل حارب جبران مياومو إعلام
normal,ناقصكن نحول
normal,أحكى علي جبران باسيل
normal,لمن هلل وديع قطر وديع مربح ودع لأن فاءد عالي هبه اعتقد
normal,درس تاريخ
hate,عرف شو فرقة حر ماجور بوق نظام
normal,الهاويه وجب تكلم سعد الحريري طريق
hate,شو
normal,سلم سلم لسانك
normal,مجنون رسمي خطط خروف بعبدا
normal,كلم نظام سوري القاها إناب جبران سيل قمه عربي
normal,موقف وزير خارجي لبنان جبران سيل مءيد بشار الاسد أبعد سياسة تفسير الطاءفيه فاقع صدر
normal,لعى آل جديد عم اتهم عضن قبض تبعيه بيع ضمير كرامة
normal,سيدي كلو مشى تحشيش
hate,فلسطيني كلب الفدافي صابع شمع تمرى فا وعل يهودي جنسي
normal,شكر جبران سيل هيك
hate,قذر واطي وافق رأي
normal,كمان سيد نصرالل شو سطحي مقابل هالاه قال انو جبران سيل صديق مين سالو أصل اصدقاءه
normal,عتب آخر
normal,توني زم قال جبران سيل احترم اسراءيل امننا لبنان فنحترم أمن
hate,خليك برميل زبل هيد بلوك هههه
hate,صامت جاموس حامل مقمل مجروح بطن جرح متقيح محشي ذباب خنافس عناكب صراصير نمل أحمر عضاض بق جاقمو جوع
normal,علماني بشار الأسد الاسد أجاز جبران سيل أبقى استمر صالح عالم منجم جمجم
hate,خيف بجم دمر لدكم أساكم تعبد اسيادكم
hate,حل طيز طيزي بدك تزاود سوري ڤيتنام طيزي وفوق سوري تعامل أمريكا إسراءيل تعامل معهن عأه الاسد ضل قاعد سلط
normal,آخر
normal,تصريح وزير مال كلف بلد مليار خسارة
normal,شمعون بشير جبران سيل جبران باسيل
hate,دمر سوريا مجرم قذر بشار الأسد الاسد سبي دمر معمر
normal,شو اشبو سعيد ميرزا فهيم غيرك دكن
normal,مشكلة جبران أسيل خلط بدى مصلحة شخصي سياسي وصول كرسي راءسي ثمن منتعل جزمة حسن وبشار
hate,ضرب حزب اللات عمللء طشم
hate,بدك شي شاكوش ضرب راسك فتح مخك سيد مش لاكشك باجرو
normal,لقد تم سحق العزيز
normal,اشتراكي اصيل فكر فرقة اشتراكي جنبلاطي اقطاعي اشتراكي وقت ياريت قلت عنو جنبلاطي اصيل بايدك
normal,همك هلال خصيب خصب أمن أمان مستقبل لبنان هلال اجمل هيك
normal,سيد نصرال صداق بيني جبران سيل عزز علاق حرب ويكيليكي لأن تحدث كلام
hate,بطل علاك
normal,الله حماك وءام وهاب
normal,أسا شعور حس حد عم أسرق مش قادر توقف لأن بيوقفك
hate,صفة ابليس الله موجود عقاب وهاب وهاب قاتل ابو دياب
hate,التلك اخرس خراس
normal,مين بدو كب فتن تشدق تلفزيون
hate,ناطر أخدو عسجن روم كرمال قصو شعرة مزروع قرد جاهل
normal,بقاء للازعر
normal,عديد لبناني عمل فارجوك عادي شء لبنان رسمي استطاع معاد احد سوي كيان صهيوني
normal,انا برايي فرصة آن طاءف بر الامان وجود توافق درزي علهم فهم
normal,قوييه
hate,كون زلمي رجل شي نوع جنسي أدام تخبى حساب رجاع هورة قلل اخلاق
normal,محلي هلق إعراب اني بكر جبران سيل متل مل طايف كره قلك حك واقع إنسان ولي انتو نهب وقمعتوا
hate,شي بيهوي هيك بهايم
normal,خيرت استضاف شخص شخص ماءدتك
normal,نحتاج حافض شعب ليحي وطن لأن لوطن اكبر شعب ولحكام
normal,أضرب ريح صاح
hate,فعل طقك شكلك مقزز جد
normal,شيخ وحيد وانت شيخ مشيخ
normal,رواندهذا دليل علي وزير جبران سيل شكل حكوم
normal,سعادة شو بدك حاسب حاسب لبنان غرقان متاه زعرن عكرة صفقة مشبوه حساب شعب
normal,رحم ابوك
normal,ادري سمح لبنان قبول مسخ حاضر قمه بنان تنوع حضار فن
normal,معدل قراني معاليك ناتي قوم غيرم مثلك
hate,عنى شو فرق عميل فرقة قاءد عميل طرطور طبيل مفقوع مشغلينك
hate,قليل حق حذاء
normal,نحنا مواطن مش اوباش
hate,رأس كول هوا وريح حالك الهبل روح جرب فهام رجاع حضار حلق مبارح بدك لأن
hate,حمار اشنهق قتل خلي هيك
hate,ليك كلب سد وزك حدك أحسن نسيك اسمك واطي
normal,عنى جبران سيل مقضي حزك مزك سفرة حساب شي مين عم كلف تأنى شي شو عم استفاد لبنان هالسفةر
hate,مستهبل لف فيف بصوت حق علي جبران باسيل
normal,أساس معلوك دولة عربي آخر سوريا سعودي تقنى فن إعمار
normal,حماك الله
hate,أبارك الله إمثالك
normal,جبران سيل بدو كميل شمعون بشير جميل طيب كون متل جنرال
hate,كلكم الهوي سوا كلب بشار وانت كلب اردوغان أع سوريا وانت بعى سوريا اردوغان كلب
hate,استحى صعلوك قليل شرف انصحك تعلم الله عربي العبريه حسن فهمك غبي
hate,جحاش الاخ البلوشي معلومة خاطء تمام أشوري والكلدان
hate,قزم جبران سيل طلع فانز دافع
hate,طز فرنسا اوفكورس
hate,كول هوا كول ضحك يهودي هههه نعن عرضك شو ضحك
hate,صدق الوءام لأن كتيل سياسي قاد يوم قاطر العهر سياسي توانى هتك مسلمة تجاوز
hate,أنزل تغريد حتج
normal,مبارح عم تتلج بلاريس وين جاب شمس
normal,هلق شو مين انضغط منشان تشكيل حكوم
normal,هني ضايعين فوبيا العماد عون فوبيا جبران باسيل
hate,شكل سهر وزير خارجي لبنان كلب جبران سيل أحمر حيل احتمال ارسلووو شريط الفيديو
normal,الله قايك حماك معالي وزير جبران باسيل
normal,جبران سيل طلع صاحبو للسيد
hate,انا سارد بلهجتي كول هوا لاك كلب أجرب نعال تم رمي اطهر عبد الدرهم
normal,طيب اعترافكم صوت صوره
normal,طيب شو مشكلة انا عشق شي اسمو جنرال عون ميتم شي اسمو جبران باسيل
normal,سعاد حضر وجر
hate,حمار عم استحمر
hate,تمنى خرس خالص
hate,وقاح عندما حاصر عاهر عفه
normal,منكم خطيء فلىدعم شعب سوري
hate,حاطين جبران سيل قاعد جبران قال هيك جبران حكي هيك روح هيم شوف زعيم ناهب بلد سن وبعدو
